Soil_Type,Soil_Moisture,Temperature,Humidity,Crop_Type,Water_Needed_Per_Acre(Litres)
Sandy,69.9,15.6,65.6,Soybean,46722.51
Sandy,47.1,23.8,46.5,Barley,50002.71
Loam,22.2,41.5,90.7,Wheat,58235.96
Silt,36.5,31.9,61.1,Wheat,59122.16
Clay,27.5,27.0,30.4,Barley,53685.92
Clay,73.8,35.5,43.5,Maize,42147.03
Sandy,59.6,18.5,87.6,Soybean,57622.35
Clay,54.2,21.9,47.8,Barley,47311.54
Silt,72.5,35.7,71.8,Barley,37828.24
Loam,32.4,38.8,94.9,Soybean,57946.18
Loam,26.1,24.1,43.1,Wheat,55741.6
Clay,47.3,40.9,46.8,Sugarcane,76828.76
Loam,72.9,19.3,48.6,Soybean,42093.64
Clay,76.7,41.2,44.7,Barley,33494.1
Loam,30.8,44.3,32.2,Sugarcane,108345.15
Silt,37.4,33.1,77.0,Groundnut,54351.64
Loam,15.9,21.9,54.3,Maize,82482.85
Silt,16.6,22.6,48.4,Barley,56574.07
Clay,70.9,17.6,88.1,Sugarcane,73071.21
Sandy,13.4,44.0,74.9,Groundnut,53586.83
Clay,60.2,18.4,71.4,Soybean,46655.37
Clay,19.5,25.8,69.2,Pulses,37537.36
Clay,14.2,26.0,87.0,Groundnut,43864.69
Clay,70.4,43.1,78.8,Sugarcane,74256.62
Silt,60.1,16.3,70.8,Rice,94588.96
Clay,41.0,40.2,68.4,Sugarcane,89139.2
Sandy,77.9,21.5,31.2,Millet,33133.39
Sandy,47.1,31.3,50.5,Rice,118893.95
Silt,51.9,43.6,61.4,Groundnut,47917.43
Sandy,42.6,26.2,94.4,Cotton,84781.39
Silt,67.2,19.8,69.6,Wheat,45415.39
Loam,54.2,26.2,94.7,Soybean,44703.87
Loam,73.0,17.0,69.4,Barley,35609.58
Silt,23.3,23.2,75.5,Millet,44782.22
Loam,72.7,35.2,62.5,Wheat,44113.91
Clay,28.1,43.3,89.7,Millet,37537.2
Silt,77.2,23.1,53.1,Soybean,46150.45
Silt,38.7,20.0,32.0,Millet,45747.99
Silt,51.0,36.0,67.7,Soybean,49527.11
Clay,51.5,42.8,62.3,Maize,53223.37
Silt,76.1,30.7,82.5,Wheat,41542.49
Sandy,63.3,29.8,93.6,Groundnut,43992.43
Silt,62.2,39.1,44.4,Sugarcane,102537.52
Sandy,49.7,37.3,32.8,Cotton,74402.5
Loam,15.7,26.6,85.7,Pulses,44787.57
Clay,42.2,24.4,32.4,Cotton,68260.69
Sandy,10.8,40.2,37.3,Cotton,100663.49
Loam,29.9,38.9,70.2,Wheat,51509.24
Clay,13.7,22.9,83.1,Pulses,49069.9
Clay,62.9,18.3,51.2,Cotton,52679.0
Loam,66.2,15.1,81.6,Pulses,37373.6
Sandy,74.1,26.0,44.9,Cotton,60093.61
Silt,30.8,28.3,54.8,Sugarcane,99549.56
Silt,20.0,26.5,68.0,Groundnut,55237.2
Silt,19.2,22.2,67.8,Cotton,88325.33
Loam,47.4,18.0,58.4,Rice,112281.77
Clay,67.6,37.7,30.5,Groundnut,33019.86
Clay,43.8,27.8,39.2,Rice,102433.66
Clay,40.5,21.6,74.0,Groundnut,39313.55
Silt,32.9,39.8,77.4,Maize,72299.62
Loam,24.0,27.6,41.3,Soybean,58797.76
Loam,23.0,40.2,37.7,Groundnut,51164.92
Sandy,34.6,40.2,37.0,Groundnut,58888.67
Clay,42.5,24.4,69.0,Millet,35803.79
Clay,18.9,28.5,60.8,Barley,45171.09
Clay,55.7,20.2,89.4,Soybean,42417.62
Sandy,53.6,38.4,83.9,Soybean,51081.64
Silt,27.0,21.8,85.3,Millet,42039.99
Clay,54.9,33.4,75.9,Millet,28188.12
Sandy,60.2,26.2,90.8,Groundnut,39627.72
Clay,68.9,16.9,83.9,Sugarcane,66986.47
Sandy,72.1,21.9,81.6,Groundnut,41572.17
Silt,13.9,26.7,39.3,Millet,57751.08
Sandy,11.6,21.4,49.5,Pulses,55641.23
Loam,52.3,25.3,49.0,Rice,102004.4
Clay,65.8,15.3,36.6,Pulses,40161.1
Loam,20.5,40.2,75.2,Rice,131393.37
Sandy,68.3,39.9,69.0,Cotton,59200.88
Loam,44.6,43.5,68.5,Soybean,60570.13
Sandy,47.5,34.2,45.5,Soybean,67101.19
Silt,34.2,31.7,61.5,Soybean,61676.15
Loam,64.8,24.5,85.3,Rice,74644.73
Loam,53.5,30.6,46.8,Pulses,35388.7
Clay,46.4,20.1,71.3,Cotton,55002.05
Sandy,28.7,19.8,73.9,Cotton,78842.15
Loam,14.0,26.3,83.2,Wheat,50418.14
Clay,21.3,15.3,31.2,Maize,65765.43
Sandy,51.3,27.4,34.9,Rice,108865.28
Sandy,11.8,35.8,70.7,Rice,126265.93
Loam,60.0,42.7,51.3,Pulses,35590.02
Silt,42.0,29.7,66.5,Rice,99124.88
Silt,45.9,30.4,82.1,Rice,99225.58
Loam,34.3,20.2,90.6,Rice,113339.25
Loam,45.1,29.6,93.9,Pulses,36241.24
Sandy,57.8,31.9,85.1,Pulses,48428.0
Sandy,19.2,31.6,79.2,Barley,57650.27
Clay,18.8,35.2,38.0,Millet,43128.58
Loam,18.7,42.4,94.7,Cotton,82995.32
Silt,12.6,27.4,35.8,Maize,79057.02
Clay,72.0,24.6,74.3,Maize,45709.29
Loam,23.9,39.2,50.6,Pulses,51176.98
Loam,47.7,42.5,42.8,Rice,115024.13
Sandy,25.4,34.9,57.7,Pulses,55211.89
Loam,41.8,35.7,62.8,Barley,54798.7
Sandy,54.6,34.3,39.7,Sugarcane,103493.66
Silt,57.7,22.3,93.0,Rice,79496.49
Sandy,57.9,31.4,42.8,Wheat,55229.59
Clay,30.4,42.0,73.5,Rice,97438.87
Loam,15.5,22.1,36.7,Wheat,56118.92
Silt,74.0,23.9,30.5,Cotton,69779.79
Clay,17.5,44.4,69.9,Wheat,46110.07
Loam,63.6,18.1,74.8,Groundnut,44947.74
Sandy,39.2,34.4,79.9,Barley,62345.87
Loam,25.0,43.3,85.3,Groundnut,52068.73
Clay,52.9,24.3,45.6,Millet,30970.98
Loam,13.9,36.4,85.9,Pulses,44511.16
Loam,49.1,23.6,55.8,Barley,44874.92
Silt,26.2,16.4,69.6,Millet,37729.67
Silt,11.0,30.7,89.4,Maize,63694.44
Sandy,29.8,41.0,95.0,Barley,60350.69
Clay,63.6,24.7,60.4,Millet,31131.24
Loam,30.7,41.5,44.8,Millet,48516.96
Silt,15.5,29.2,62.0,Wheat,57455.73
Silt,31.8,15.4,81.9,Cotton,78692.54
Loam,57.1,31.4,64.6,Wheat,51155.86
Loam,17.9,22.9,64.9,Groundnut,57484.08
Sandy,45.2,28.9,59.5,Barley,53201.7
Silt,19.8,16.5,85.9,Maize,63472.58
Clay,55.6,43.3,57.7,Sugarcane,72173.9
Sandy,37.4,28.4,39.6,Cotton,90091.98
Silt,33.5,31.1,48.1,Maize,60845.01
Loam,75.9,22.4,69.6,Wheat,38262.6
Clay,66.7,33.2,48.4,Maize,43183.84
Loam,54.7,44.4,69.7,Millet,34031.72
Silt,15.4,23.2,69.1,Wheat,63732.89
Silt,36.8,32.4,60.4,Wheat,55911.91
Clay,34.9,25.6,84.5,Pulses,42647.95
Clay,60.2,33.4,87.2,Wheat,39994.85
Loam,78.6,26.9,38.9,Pulses,33784.54
Clay,60.6,39.7,53.8,Sugarcane,80865.08
Clay,44.4,17.8,70.1,Maize,49454.19
Sandy,65.7,37.6,71.3,Pulses,38204.1
Loam,66.0,22.4,47.1,Cotton,55269.91
Clay,67.2,37.4,66.3,Barley,37277.17
Loam,44.9,21.1,30.8,Maize,64961.59
Silt,64.5,31.7,78.3,Groundnut,47157.11
Clay,47.0,37.1,58.7,Rice,90664.09
Loam,72.3,19.8,77.9,Sugarcane,66239.17
Silt,78.5,37.8,83.1,Rice,75062.31
Silt,73.3,17.2,74.1,Maize,46173.05
Loam,63.0,43.5,30.6,Rice,99434.81
Loam,55.9,33.6,91.4,Cotton,71015.52
Sandy,75.2,26.0,64.1,Wheat,40193.67
Clay,72.8,29.3,89.7,Sugarcane,72566.52
Silt,14.0,22.5,64.4,Millet,45130.19
Clay,72.0,26.1,42.6,Cotton,57673.74
Clay,62.1,28.0,46.2,Rice,94908.98
Sandy,36.3,35.9,76.5,Cotton,92626.76
Clay,69.5,43.0,34.9,Pulses,35325.27
Clay,56.2,16.1,55.9,Rice,94774.6
Silt,71.8,19.6,49.8,Groundnut,43468.0
Loam,75.4,28.2,61.2,Groundnut,39152.72
Silt,37.2,34.9,80.5,Rice,102394.97
Sandy,77.8,31.3,50.2,Wheat,40692.45
Clay,27.8,15.4,84.5,Cotton,61231.69
Sandy,41.5,32.9,78.1,Wheat,56167.2
Clay,65.9,42.1,91.5,Maize,48292.27
Silt,37.5,26.3,75.3,Millet,42624.49
Silt,52.9,35.1,76.2,Groundnut,51663.7
Loam,54.9,41.8,40.1,Soybean,48968.61
Silt,55.0,41.9,50.7,Pulses,39734.49
Silt,25.1,20.9,33.8,Maize,72450.65
Silt,13.6,36.7,77.3,Rice,129923.06
Silt,23.0,17.7,58.0,Rice,109273.84
Loam,78.4,37.8,37.2,Maize,46523.0
Loam,76.4,32.0,77.8,Maize,43828.94
Sandy,34.8,32.7,82.9,Wheat,56683.48
Silt,14.1,42.6,78.1,Maize,64320.21
Loam,37.5,19.6,92.8,Cotton,73561.91
Loam,11.2,32.7,39.6,Barley,61946.69
Sandy,79.3,23.4,78.3,Barley,46606.22
Sandy,25.9,23.5,52.6,Cotton,99129.74
Loam,55.2,25.2,92.8,Groundnut,44479.6
Silt,38.3,44.6,78.8,Pulses,45504.97
Sandy,63.8,21.7,57.8,Sugarcane,93712.74
Sandy,38.2,33.0,69.5,Soybean,58472.49
Clay,41.2,36.2,63.6,Pulses,41257.21
Clay,68.3,42.0,93.1,Soybean,35321.28
Clay,50.6,33.9,47.0,Maize,51369.08
Sandy,42.4,23.0,47.6,Sugarcane,108022.31
Loam,36.5,41.7,34.8,Soybean,62625.3
Silt,66.2,44.8,34.0,Pulses,36472.0
Sandy,78.1,20.2,45.2,Groundnut,43936.16
Silt,72.4,42.8,56.3,Maize,45616.11
Clay,65.4,18.9,67.7,Barley,43067.4
Clay,34.2,31.4,30.6,Wheat,47295.77
Sandy,52.3,18.7,43.8,Rice,105495.5
Loam,14.0,23.4,34.3,Barley,54126.01
Clay,79.3,29.7,84.5,Soybean,33644.6
Sandy,67.6,19.3,55.7,Wheat,51982.54
Clay,35.9,19.2,42.4,Cotton,70382.28
Silt,74.0,28.4,52.3,Millet,31116.24
Sandy,22.7,32.1,37.5,Rice,141651.22
Loam,50.1,37.5,94.5,Soybean,51220.79
Silt,16.5,28.7,71.3,Cotton,83972.35
Loam,56.2,39.5,36.9,Pulses,40827.06
Clay,43.7,33.2,79.9,Sugarcane,70369.67
Loam,42.9,31.7,55.8,Groundnut,43777.48
Silt,53.9,37.8,34.7,Barley,47032.05
Clay,69.4,17.7,40.4,Sugarcane,80340.16
Loam,65.1,23.9,70.9,Wheat,41331.9
Silt,32.2,32.8,78.5,Rice,111742.0
Sandy,51.1,15.6,69.4,Barley,52124.6
Sandy,56.5,40.1,41.5,Barley,59874.0
Sandy,24.2,41.0,91.9,Pulses,54069.6
Sandy,40.9,43.4,84.5,Barley,52862.68
Sandy,33.5,16.0,83.9,Wheat,66338.27
Clay,66.9,19.3,53.9,Groundnut,40029.63
Clay,31.5,24.7,82.6,Millet,31187.02
Silt,69.4,39.9,58.0,Groundnut,38480.9
Silt,65.0,24.5,51.9,Soybean,57311.41
Loam,44.5,35.3,66.1,Soybean,61914.42
Sandy,38.8,23.0,87.2,Groundnut,53692.05
Loam,62.8,21.4,36.4,Maize,48603.53
Loam,79.2,20.4,47.8,Soybean,40472.21
Sandy,56.9,17.7,84.2,Sugarcane,96701.33
Clay,52.8,38.2,58.5,Millet,29203.0
Sandy,60.2,41.8,85.2,Wheat,54111.42
Silt,45.6,41.5,40.0,Sugarcane,113731.93
Loam,20.5,39.8,56.6,Sugarcane,95307.23
Loam,29.8,19.1,48.3,Groundnut,60044.96
Sandy,22.2,24.0,42.7,Rice,142098.29
Silt,22.8,40.1,88.7,Maize,73724.16
Sandy,60.0,36.8,69.7,Maize,64270.36
Sandy,58.5,23.1,33.0,Cotton,68805.34
Sandy,75.3,25.0,40.4,Wheat,55199.12
Silt,19.2,44.1,79.9,Wheat,63714.01
Silt,49.3,19.7,73.2,Rice,95926.08
Loam,61.0,20.9,88.6,Wheat,42460.6
Loam,27.8,30.8,53.3,Wheat,51509.18
Sandy,66.3,30.9,63.1,Wheat,49090.22
Clay,23.4,39.3,33.6,Cotton,78872.89
Sandy,12.2,17.3,52.2,Soybean,74241.48
Loam,61.9,16.3,64.7,Maize,54029.33
Clay,21.4,23.9,39.2,Rice,125688.05
Silt,12.7,27.9,72.2,Sugarcane,121537.44
Loam,18.6,24.0,64.6,Rice,133340.52
Silt,12.5,38.4,44.7,Pulses,64394.3
Loam,21.1,31.4,50.2,Pulses,52553.2
Clay,77.6,29.7,69.1,Pulses,29446.37
Clay,23.6,33.1,88.4,Groundnut,46403.88
Silt,13.8,40.3,34.0,Groundnut,58621.45
Sandy,62.3,15.6,74.7,Maize,63651.63
Loam,60.3,32.9,43.2,Pulses,38122.58
Silt,35.0,39.7,62.2,Rice,108392.78
Clay,37.4,33.1,33.7,Pulses,46738.98
Sandy,78.1,27.5,69.8,Soybean,53756.2
Sandy,76.7,38.2,42.8,Barley,50456.21
Loam,21.4,26.8,58.7,Wheat,59786.23
Sandy,19.4,41.6,52.9,Groundnut,58594.94
Clay,23.1,38.7,51.5,Pulses,51308.28
Sandy,32.4,35.8,80.2,Cotton,88921.04
Loam,11.3,37.0,41.7,Maize,78934.6
Clay,43.4,29.6,89.1,Millet,29543.69
Loam,33.7,25.0,55.9,Rice,97953.57
Loam,69.3,36.2,88.6,Sugarcane,78968.93
Sandy,26.6,31.9,31.9,Maize,69825.42
Loam,21.6,28.0,31.3,Sugarcane,120146.11
Silt,51.9,15.2,77.8,Sugarcane,88124.42
Clay,33.8,25.8,74.6,Millet,36453.55
Sandy,26.1,33.6,38.7,Maize,88337.56
Clay,12.5,38.3,48.3,Pulses,46833.5
Silt,58.5,45.0,37.2,Groundnut,51516.99
Loam,60.0,44.4,30.6,Maize,58492.4
Sandy,48.0,17.4,86.9,Pulses,41642.07
Sandy,76.6,16.4,33.8,Barley,52986.62
Sandy,28.6,43.8,68.0,Soybean,74951.38
Sandy,41.4,41.3,66.8,Maize,69613.61
Clay,71.0,44.0,91.8,Cotton,50277.86
Silt,38.6,26.6,57.4,Millet,45308.89
Sandy,23.0,23.4,67.1,Sugarcane,121322.77
Clay,20.0,21.7,40.6,Barley,55112.85
Loam,70.9,40.5,93.7,Maize,43215.2
Sandy,33.5,19.6,68.6,Pulses,47422.01
Silt,58.9,28.3,58.2,Millet,38379.68
Silt,40.7,41.2,47.2,Pulses,48104.51
Sandy,71.8,18.3,63.0,Barley,44557.51
Loam,24.5,43.7,87.8,Rice,103310.0
Clay,42.7,29.0,90.5,Barley,42012.88
Clay,21.8,37.0,61.6,Soybean,58448.7
Clay,70.9,25.9,33.5,Maize,44587.4
Silt,23.3,41.2,92.8,Sugarcane,100440.9
Silt,54.5,27.4,67.6,Pulses,45845.56
Silt,35.6,36.6,59.5,Cotton,83726.25
Loam,21.7,40.8,77.9,Rice,125903.7
Loam,22.7,38.8,40.7,Sugarcane,105824.32
Silt,72.7,34.4,63.7,Sugarcane,70402.38
Clay,77.7,25.2,43.3,Barley,31459.9
Loam,36.9,35.0,51.3,Soybean,57471.89
Loam,68.2,22.7,85.5,Rice,88371.98
Sandy,78.5,19.8,89.9,Sugarcane,68795.03
Silt,18.4,19.4,60.8,Barley,57720.16
Silt,19.1,33.3,50.0,Soybean,75620.38
Sandy,13.9,42.2,42.1,Cotton,116660.06
Clay,16.3,17.4,63.1,Cotton,67062.59
Silt,63.3,43.8,79.5,Soybean,49070.34
Sandy,54.8,26.5,94.7,Rice,93318.56
Clay,32.6,38.3,80.7,Sugarcane,96415.36
Loam,65.8,22.1,53.8,Cotton,69112.89
Loam,66.3,24.5,37.2,Sugarcane,72606.85
Loam,52.3,34.0,86.0,Maize,52770.68
Sandy,26.3,15.5,47.9,Groundnut,55006.0
Clay,38.0,22.0,42.9,Pulses,46918.78
Clay,61.6,16.2,40.2,Pulses,38190.54
Clay,27.9,44.2,34.0,Soybean,64519.27
Sandy,75.9,38.0,76.9,Sugarcane,81781.12
Silt,24.6,28.2,54.7,Groundnut,60079.12
Silt,31.0,37.0,55.9,Pulses,46875.83
Clay,56.9,38.9,70.6,Sugarcane,70189.53
Silt,74.3,20.4,45.1,Sugarcane,91146.0
Sandy,11.0,38.3,40.7,Maize,76383.84
Silt,49.3,44.1,44.8,Soybean,63970.53
Sandy,21.8,43.8,82.7,Wheat,69585.13
Clay,28.1,34.1,71.8,Maize,61884.23
Silt,79.0,29.1,51.0,Pulses,35935.8
Silt,65.5,34.9,77.0,Cotton,72659.11
Loam,26.1,26.4,79.6,Millet,46334.27
Clay,30.0,16.2,34.3,Millet,36073.07
Sandy,79.8,28.7,32.0,Sugarcane,91591.05
Loam,63.6,34.5,49.6,Rice,94016.7
Loam,28.1,43.6,80.3,Groundnut,50101.38
Silt,54.0,25.4,91.3,Groundnut,42156.55
Sandy,73.5,40.5,44.7,Sugarcane,91942.58
Loam,62.0,21.8,79.8,Pulses,38784.99
Silt,54.4,40.3,52.9,Barley,47318.83
Clay,74.1,19.8,60.1,Millet,29612.55
Sandy,51.8,15.2,32.0,Millet,45668.15
Clay,39.9,29.8,60.7,Millet,40158.16
Sandy,35.2,43.2,41.8,Barley,70030.84
Sandy,76.4,40.1,48.8,Cotton,70734.28
Clay,64.4,21.0,57.1,Maize,45066.65
Silt,53.1,38.3,76.2,Wheat,50085.8
Sandy,70.5,44.3,59.0,Barley,42410.46
Loam,21.2,43.7,89.0,Millet,39826.64
Clay,52.4,36.2,77.9,Pulses,35301.93
Clay,79.3,25.0,69.8,Rice,68419.44
Clay,77.3,19.5,54.5,Barley,38404.76
Sandy,23.9,20.2,90.8,Wheat,55614.13
Sandy,68.1,18.1,41.4,Rice,99371.62
Sandy,49.3,38.7,36.8,Pulses,47958.36
Clay,79.7,29.6,80.8,Groundnut,32617.51
Silt,42.8,33.6,76.4,Pulses,47806.14
Clay,77.4,35.1,68.9,Groundnut,37128.01
Loam,19.6,21.9,82.8,Maize,59924.27
Sandy,12.5,22.6,69.3,Barley,68605.32
Sandy,64.5,41.4,70.2,Wheat,46900.39
Clay,36.3,21.1,86.9,Groundnut,39355.39
Clay,61.5,18.2,53.6,Groundnut,33514.49
Silt,40.7,39.1,35.5,Soybean,68951.24
Loam,58.1,44.9,46.2,Soybean,47724.17
Loam,44.0,21.8,38.3,Pulses,45523.82
Sandy,36.8,15.0,59.8,Pulses,52308.45
Clay,69.3,37.2,44.7,Millet,34490.97
Sandy,69.4,28.5,59.9,Groundnut,45480.38
Silt,50.5,16.4,82.3,Rice,94591.18
Silt,65.6,16.2,63.0,Groundnut,40934.42
Sandy,68.6,35.8,56.9,Maize,58732.7
Clay,24.1,26.1,30.4,Wheat,57740.92
Silt,74.1,20.3,86.9,Soybean,44150.56
Loam,40.6,25.9,56.7,Cotton,84860.03
Sandy,66.7,38.2,67.1,Sugarcane,93342.51
Sandy,23.7,28.5,35.8,Millet,56837.2
Silt,14.9,18.7,81.9,Soybean,74786.69
Silt,57.5,15.9,91.0,Wheat,44441.74
Sandy,57.8,17.7,36.7,Barley,48104.39
Loam,46.5,15.7,81.0,Maize,59421.66
Loam,60.1,16.9,66.0,Barley,45500.83
Sandy,38.6,36.6,88.4,Barley,55312.77
Clay,39.7,44.9,50.6,Soybean,49165.1
Clay,48.8,32.0,41.0,Soybean,54207.44
Loam,34.5,43.3,77.1,Maize,59249.6
Silt,73.4,31.9,80.5,Millet,32542.03
Silt,33.6,29.4,47.5,Barley,57155.81
Silt,39.7,21.6,32.8,Groundnut,47709.21
Sandy,25.0,16.5,45.9,Maize,72959.59
Loam,47.4,34.8,60.5,Sugarcane,99441.81
Sandy,60.1,17.2,34.6,Millet,44786.83
Sandy,41.4,25.8,78.9,Wheat,58601.55
Sandy,28.2,35.8,90.3,Cotton,82206.23
Loam,77.6,35.0,63.5,Cotton,60501.17
Silt,44.7,28.4,81.0,Cotton,79859.33
Silt,31.3,37.6,63.2,Rice,110452.52
Loam,75.8,21.6,49.1,Rice,90919.97
Silt,51.7,24.0,36.5,Maize,64492.08
Silt,41.9,39.5,77.9,Barley,56433.01
Clay,10.9,15.9,82.0,Millet,35174.67
Sandy,24.9,17.7,63.1,Groundnut,65310.87
Clay,34.9,41.0,45.5,Pulses,48398.64
Sandy,64.5,30.7,45.6,Millet,39000.45
Sandy,72.6,43.8,31.0,Pulses,46742.33
Sandy,16.3,26.9,58.3,Maize,72142.03
Sandy,39.9,33.5,42.4,Pulses,50211.76
Clay,52.3,19.6,45.8,Barley,43347.8
Loam,62.0,22.4,74.5,Sugarcane,88496.57
Loam,27.5,27.5,55.6,Cotton,79153.01
Loam,63.7,22.4,78.5,Pulses,32498.4
Sandy,61.0,21.1,43.8,Soybean,50647.96
Silt,10.9,34.0,74.1,Rice,134793.64
Silt,39.2,37.0,33.3,Soybean,60670.59
Sandy,29.1,22.4,41.9,Rice,154599.57
Sandy,25.8,29.7,41.1,Soybean,76980.94
Silt,33.3,18.7,43.9,Rice,135476.77
Silt,16.9,24.2,49.6,Pulses,51700.55
Silt,29.3,34.2,34.2,Pulses,52775.14
Sandy,12.1,27.5,53.5,Maize,76306.07
Silt,70.4,34.8,64.0,Pulses,33489.92
Clay,35.6,35.6,60.4,Cotton,79074.24
Sandy,27.2,28.8,54.4,Maize,81885.95
Clay,66.7,41.0,33.6,Maize,56183.89
Silt,47.1,40.1,41.4,Cotton,71181.45
Silt,73.8,43.3,77.7,Millet,29710.38
Clay,71.2,21.6,44.3,Maize,52855.32
Clay,58.3,32.0,58.2,Pulses,36414.18
Silt,51.6,41.0,65.4,Barley,49436.08
Sandy,63.9,23.9,47.4,Pulses,42549.26
Loam,47.2,19.7,32.6,Millet,36128.29
Loam,30.0,17.5,46.4,Groundnut,49480.11
Silt,31.3,17.7,31.5,Maize,71666.31
Silt,15.6,26.0,47.2,Soybean,69905.87
Sandy,35.3,29.6,68.2,Soybean,66202.52
Sandy,47.7,38.6,89.2,Sugarcane,88042.43
Silt,45.1,17.7,59.6,Sugarcane,102463.42
Silt,18.3,31.7,66.8,Maize,73243.2
Silt,17.7,41.4,50.3,Groundnut,54386.9
Clay,21.8,25.0,32.6,Groundnut,46656.65
Loam,72.9,36.5,82.9,Barley,37725.62
Sandy,54.7,34.4,89.2,Maize,67259.92
Loam,16.0,22.5,76.0,Wheat,62121.69
Loam,56.8,19.3,83.5,Sugarcane,89425.12
Sandy,13.2,31.5,68.8,Sugarcane,108800.88
Clay,37.6,35.1,65.2,Pulses,43255.32
Sandy,58.6,20.5,62.8,Rice,97893.62
Silt,22.1,44.0,63.6,Wheat,57674.06
Sandy,58.2,27.1,61.5,Cotton,79699.59
Silt,74.4,23.1,88.1,Groundnut,35034.28
Loam,51.8,33.2,69.9,Wheat,53480.6
Loam,34.1,25.3,70.1,Groundnut,42063.63
Clay,55.6,21.4,78.1,Soybean,45235.52
Clay,56.1,29.1,35.6,Barley,48274.17
Silt,56.3,24.7,78.2,Sugarcane,82199.96
Loam,76.6,34.6,33.7,Barley,46825.65
Silt,37.9,20.5,57.7,Maize,68638.4
Clay,55.4,32.4,68.9,Millet,27835.94
Sandy,72.0,17.0,71.2,Millet,31388.66
Silt,62.2,26.0,62.4,Sugarcane,84194.95
Silt,29.1,43.0,41.1,Cotton,85155.61
Clay,15.1,41.6,46.9,Groundnut,45450.03
Loam,62.8,16.0,71.7,Sugarcane,77484.33
Sandy,16.3,21.6,36.2,Cotton,102928.47
Loam,23.5,44.1,48.6,Barley,57483.01
Clay,26.5,33.2,37.3,Maize,62849.18
Clay,65.5,39.8,76.0,Pulses,34781.64
Silt,41.2,26.5,54.5,Millet,39394.54
Clay,62.6,20.5,87.0,Maize,46597.74
Silt,42.3,35.0,50.0,Millet,47481.07
Silt,57.5,44.4,89.5,Wheat,47419.01
Sandy,54.7,32.6,93.6,Cotton,74159.26
Sandy,49.3,43.8,88.2,Groundnut,42151.7
Clay,15.9,42.3,74.8,Wheat,56914.78
Sandy,22.4,32.8,46.0,Groundnut,61578.18
Sandy,47.3,37.6,30.9,Pulses,53448.4
Sandy,45.7,26.9,48.6,Rice,103904.12
Silt,21.1,40.1,88.1,Barley,53715.14
Loam,24.8,19.1,63.6,Maize,64410.15
Sandy,30.0,19.6,87.5,Maize,74248.26
Sandy,70.4,44.8,67.3,Barley,39767.19
Clay,44.4,39.2,34.0,Barley,53352.76
Silt,57.6,38.9,34.2,Rice,97186.52
Clay,40.1,21.4,51.6,Soybean,48682.73
Loam,52.0,27.9,51.6,Groundnut,39617.02
Loam,61.9,34.8,64.4,Millet,38199.88
Silt,43.8,35.4,88.4,Maize,57087.25
Loam,50.9,21.0,72.0,Sugarcane,79441.51
Loam,68.6,37.4,79.7,Millet,29922.79
Silt,78.1,15.7,46.2,Soybean,51010.4
Silt,60.3,33.7,39.4,Millet,35639.98
Silt,35.4,35.0,42.0,Wheat,58651.38
Sandy,68.0,20.5,86.0,Groundnut,47551.03
Loam,15.8,38.1,46.2,Barley,65230.03
Silt,67.2,31.2,48.7,Barley,41232.35
Clay,30.8,15.9,73.9,Maize,60490.04
Silt,66.1,44.1,81.3,Maize,44410.49
Silt,55.8,30.0,68.0,Rice,110468.52
Clay,22.8,31.2,83.6,Pulses,44014.47
Loam,51.6,19.9,45.8,Groundnut,52747.42
Clay,18.4,20.1,58.8,Groundnut,49365.02
Loam,78.6,29.1,93.2,Maize,38659.62
Clay,14.8,29.3,69.8,Cotton,84105.91
Silt,44.5,32.6,80.3,Maize,51617.9
Silt,12.3,18.7,51.1,Rice,139721.5
Silt,43.8,23.5,50.6,Rice,105487.35
Silt,45.5,23.2,46.9,Millet,37569.68
Loam,78.7,32.7,64.9,Sugarcane,65938.88
Loam,32.9,38.6,94.1,Pulses,38456.51
Clay,52.2,43.7,57.5,Millet,37538.58
Loam,65.9,16.6,79.8,Rice,78435.19
Loam,30.2,22.7,71.2,Sugarcane,86284.61
Clay,37.6,27.9,48.1,Groundnut,52119.8
Silt,45.9,38.8,47.9,Barley,52648.04
Loam,29.9,17.2,34.6,Barley,53351.7
Sandy,78.7,20.6,73.9,Barley,40586.83
Sandy,16.5,18.6,67.0,Barley,62562.2
Sandy,13.6,43.7,90.3,Barley,58570.84
Clay,48.3,16.8,42.1,Rice,92050.85
Silt,15.2,18.4,69.3,Pulses,50524.85
Clay,41.1,42.7,93.1,Cotton,65450.32
Loam,45.5,32.4,31.8,Rice,111461.36
Loam,34.7,43.2,91.8,Rice,105473.68
Clay,63.3,25.5,56.6,Millet,27578.13
Clay,13.0,28.8,55.0,Sugarcane,106222.83
Silt,60.5,20.4,44.8,Barley,54754.65
Silt,50.3,19.9,53.6,Maize,70424.48
Clay,45.5,17.2,93.5,Sugarcane,79914.89
Sandy,67.6,35.3,48.9,Millet,43961.93
Clay,68.1,34.3,40.5,Pulses,30263.56
Silt,24.8,24.1,59.2,Wheat,55919.52
Clay,19.4,25.0,77.5,Pulses,38977.64
Silt,20.5,44.5,88.9,Sugarcane,108171.58
Sandy,41.1,38.6,66.4,Sugarcane,119614.23
Silt,45.2,18.3,40.9,Barley,50984.4
Sandy,52.0,20.9,48.6,Maize,63103.09
Sandy,65.3,32.7,49.5,Sugarcane,95609.24
Sandy,52.0,42.2,66.9,Pulses,41810.22
